,location,total_sqft,bath,price,bhk,price_per_sqft
12042,Horamavu Banaswadi,1025.0,2.0,45.0,2,4390.243902439024
12043,Hennur Road,1232.0,2.0,80.0,2,6493.506493506494
12044,5th Phase JP Nagar,1010.0,2.0,57.0,2,5643.564356435643
12045,Sarjapur  Road,1273.0,2.0,60.0,2,4713.275726630008
12047,other,1100.0,2.0,58.5,2,5318.181818181818
12048,Electronic City Phase II,1252.0,2.0,65.0,3,5191.693290734825
12049,1st Phase JP Nagar,2615.0,5.0,222.0,4,8489.483747609942
12051,Yelahanka,1322.0,2.0,77.9,2,5892.586989409986
12052,7th Phase JP Nagar,1000.0,1.0,60.0,1,6000.0
12053,Harlur,1755.0,3.0,117.0,3,6666.666666666667
12054,Electronic City Phase II,1135.0,2.0,46.0,2,4052.863436123348
12057,Nagavarapalya,1260.0,2.0,85.5,2,6785.714285714285
12062,Electronic City Phase II,1305.0,3.0,65.0,3,4980.842911877395
12063,other,1236.0,2.0,50.0,2,4045.3074433656957
12064,Uttarahalli,1125.0,1.0,45.0,2,4000.0
12065,KR Puram,1075.0,2.0,32.25,2,3000.0
12069,Kadugodi,1150.0,2.0,42.0,2,3652.1739130434785
12071,Hennur Road,1085.0,2.0,43.4,2,4000.0
12072,Hebbal Kempapura,1785.0,3.0,165.0,3,9243.697478991597
12073,Malleshwaram,2475.0,4.0,300.0,3,12121.212121212122
12074,Thanisandra,1930.0,4.0,120.0,3,6217.616580310881
12075,other,600.0,4.0,70.0,2,11666.666666666666
12076,other,800.0,1.0,45.0,2,5625.0
12077,Kumaraswami Layout,2450.0,3.0,110.0,4,4489.7959183673465
12078,other,1200.0,4.0,120.0,4,10000.0
12079,Bannerghatta Road,1920.0,3.0,122.0,3,6354.166666666667
12081,Thanisandra,760.0,1.0,50.4,1,6631.578947368421
12082,Sahakara Nagar,1201.0,2.0,80.0,2,6661.1157368859285
12083,Electronic City,1615.0,3.0,97.0,3,6006.1919504643965
12084,HSR Layout,1289.0,2.0,70.0,2,5430.566330488751
12085,Budigere,1991.0,4.0,100.0,3,5022.601707684581
12086,Kasavanhalli,1377.0,2.0,80.0,2,5809.731299927378
12087,Cunningham Road,2880.0,3.0,560.0,3,19444.444444444445
12088,other,1892.0,3.0,200.0,3,10570.824524312897
12090,Thanisandra,663.0,1.0,32.82,1,4950.226244343891
12091,Electronic City,1165.0,2.0,33.65,2,2888.412017167382
12095,other,1050.0,2.0,65.0,2,6190.476190476191
12097,Thanisandra,1801.0,3.0,115.0,3,6385.341476957246
12098,Whitefield,1315.0,2.0,55.0,2,4182.509505703422
12099,Parappana Agrahara,1194.0,2.0,46.0,2,3852.5963149078725
12100,NRI Layout,2400.0,2.0,125.0,2,5208.333333333333
12101,Uttarahalli,1308.0,2.0,53.0,3,4051.987767584098
12103,Thanisandra,1806.0,6.0,116.0,3,6423.034330011074
12104,Thanisandra,3671.0,4.0,220.0,4,5992.917461182239
12105,Hoodi,2144.0,3.0,140.0,3,6529.850746268657
12106,Hoskote,1065.0,2.0,33.75,2,3169.0140845070423
12107,Balagere,1205.0,2.0,67.0,2,5560.165975103734
12108,Uttarahalli,1160.0,2.0,40.58,2,3498.2758620689656
12110,Parappana Agrahara,1194.0,2.0,47.0,2,3936.348408710218
12112,2nd Phase Judicial Layout,1681.0,3.0,69.0,3,4104.699583581201
12113,Bommasandra Industrial Area,1130.0,2.0,32.64,2,2888.495575221239
12115,Kanakpura Road,1843.0,3.0,90.0,3,4883.342376559956
12116,Bommasandra Industrial Area,1065.0,2.0,30.75,2,2887.323943661972
12119,Panathur,1210.0,2.0,69.0,2,5702.479338842975
12121,Rayasandra,1357.0,2.0,59.0,3,4347.826086956522
12124,Hennur Road,950.0,2.0,55.0,2,5789.473684210527
12125,Bellandur,960.0,2.0,48.0,2,5000.0
12126,other,1625.0,3.0,92.0,3,5661.538461538462
12128,Ambalipura,1607.0,2.0,112.0,3,6969.508400746733
12129,Kanakpura Road,900.0,2.0,46.29,2,5143.333333333333
12131,Cooke Town,2300.0,3.0,250.0,3,10869.565217391304
12132,Hosa Road,1708.0,3.0,64.05,4,3750.0
12133,Yeshwanthpur,2500.0,5.0,185.0,6,7400.0
12134,Bellandur,1690.0,2.0,116.0,3,6863.905325443787
12135,other,2100.0,3.0,145.0,5,6904.761904761905
12136,other,1269.0,2.0,97.0,2,7643.81402679275
12137,Haralur Road,1243.0,2.0,46.0,2,3700.7240547063557
12138,Haralur Road,1890.0,3.0,84.0,3,4444.444444444444
12139,Electronic City Phase II,1165.0,2.0,33.64,2,2887.5536480686696
12140,BTM Layout,1196.0,2.0,56.81,2,4750.0
12141,Parappana Agrahara,1194.0,2.0,47.0,2,3936.348408710218
12142,Old Madras Road,1630.0,3.0,110.0,3,6748.4662576687115
12145,Chikkabanavar,1067.0,2.0,38.0,2,3561.3870665417057
12147,Panathur,1343.0,2.0,76.0,2,5658.972449739389
12149,Mallasandra,1524.0,2.0,72.0,3,4724.4094488188975
12150,Lingadheeranahalli,2236.0,4.0,153.0,4,6842.57602862254
12151,Domlur,2955.0,3.0,235.0,3,7952.622673434857
12153,Kothanur,1581.0,3.0,76.0,3,4807.084123972169
12154,Balagere,1205.0,2.0,79.0,2,6556.016597510374
12155,other,1270.0,2.0,95.25,3,7500.0
12156,other,1353.0,2.0,110.0,3,8130.081300813008
12157,other,1200.0,2.0,68.0,2,5666.666666666667
12158,other,1250.0,2.0,70.0,3,5600.0
12159,other,1950.2,3.0,261.0,3,13383.242744333915
12160,Sarjapur  Road,1157.0,2.0,69.0,3,5963.699222126188
12161,Kanakapura,825.0,1.0,35.475,1,4300.0
12162,Sarjapur  Road,1000.0,2.0,40.0,2,4000.0
12163,Yelahanka,602.0,1.0,33.0,1,5481.72757475083
12165,Hoodi,1108.0,2.0,66.46,2,5998.194945848375
12166,other,1040.0,2.0,68.0,2,6538.461538461538
12167,Sarjapur,1451.0,2.0,87.0,2,5995.864920744314
12168,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2,3389.632107023411
12169,Kanakpura Road,850.0,1.0,37.32,1,4390.588235294118
12170,other,2171.66,3.0,298.0,3,13722.221710580847
12172,Kudlu,720.0,1.0,33.0,1,4583.333333333333
12174,Sarjapur  Road,1026.0,2.0,60.8,2,5925.925925925926
12175,CV Raman Nagar,1400.0,2.0,78.0,3,5571.428571428572
12176,Electronic City Phase II,1400.0,2.0,40.44,3,2888.5714285714284
12177,Banashankari Stage III,2100.0,3.0,147.0,4,7000.0
12178,Sarjapur  Road,1150.0,2.0,48.5,2,4217.391304347826
12179,Raja Rajeshwari Nagar,1500.0,3.0,88.0,3,5866.666666666667
12180,Malleshwaram,2400.0,3.0,380.0,3,15833.333333333334
12182,Kothanur,1790.0,3.0,105.0,3,5865.921787709497
12183,Ramagondanahalli,1125.0,2.0,75.0,2,6666.666666666667
12184,Hennur,1830.5,3.0,84.205,3,4600.109259765091
12185,Marathahalli,1100.0,2.0,50.0,2,4545.454545454545
12187,Banaswadi,1105.0,2.0,57.0,2,5158.371040723982
12188,Thanisandra,1110.0,2.0,46.5,2,4189.189189189189
12189,Dasanapura,708.0,1.0,41.0,1,5790.960451977401
12190,Kudlu,1027.0,2.0,44.0,2,4284.323271665044
12191,other,1600.0,3.0,100.0,3,6250.0
12194,5th Phase JP Nagar,1450.0,2.0,73.0,3,5034.482758620689
12196,other,540.0,1.0,22.0,1,4074.074074074074
12199,Kalena Agrahara,1837.0,2.0,95.0,3,5171.475231355471
12200,Whitefield,1346.0,2.0,76.01,2,5647.102526002973
12201,Balagere,1012.0,2.0,68.0,2,6719.367588932806
12202,other,1950.2,3.0,193.0,3,9896.420879909752
12203,other,1125.0,2.0,55.0,2,4888.888888888889
12204,Kaggadasapura,1500.0,2.0,60.0,3,4000.0
12205,Harlur,1197.0,2.0,79.9,2,6675.020885547202
12206,Chandapura,1230.0,2.0,31.37,3,2550.4065040650407
12207,BTM 2nd Stage,1100.0,2.0,47.0,2,4272.727272727273
12210,Hebbal Kempapura,3729.0,4.0,384.0,4,10297.666934835077
12211,Sarjapur  Road,1600.0,3.0,120.0,3,7500.0
12212,Green Glen Layout,1715.0,3.0,120.0,3,6997.084548104956
12213,Bannerghatta Road,2400.0,4.0,180.0,4,7500.0
12214,Ramagondanahalli,1151.0,2.0,42.5,2,3692.44135534318
12216,Uttarahalli,1123.0,2.0,60.0,2,5342.831700801425
12217,Whitefield,1276.0,2.0,69.5,2,5446.7084639498435
12218,Yelahanka,1315.0,2.0,77.0,2,5855.513307984791
12219,Poorna Pragna Layout,1270.0,2.0,50.79,3,3999.212598425197
12220,R.T. Nagar,1325.0,2.0,52.0,2,3924.5283018867926
12221,Varthur,1600.0,3.0,63.2,3,3950.0
12222,Jakkur,1660.0,3.0,104.0,3,6265.060240963855
12223,Kodichikkanahalli,1299.0,2.0,58.0,2,4464.973056197075
12225,Gunjur,1457.0,2.0,60.0,2,4118.050789293068
12226,Varthur,1000.0,1.0,65.0,2,6500.0
12227,Mallasandra,1100.0,2.0,76.3,3,6936.363636363636
12230,Iblur Village,5515.0,6.0,425.0,5,7706.255666364461
12231,Bellandur,950.0,1.0,40.0,1,4210.526315789473
12233,other,1013.0,2.0,60.0,2,5923.000987166831
12234,Hennur Road,1140.0,2.0,56.0,2,4912.2807017543855
12235,other,2100.0,3.0,220.0,3,10476.190476190477
12236,Yelahanka,1430.0,3.0,61.0,3,4265.734265734266
12238,other,1600.0,3.0,77.0,3,4812.5
12239,other,1190.0,2.0,48.0,2,4033.6134453781515
12240,other,1625.0,3.0,95.0,3,5846.153846153846
12241,other,1210.0,2.0,53.0,2,4380.165289256199
12244,Nagasandra,1500.0,2.0,91.0,2,6066.666666666667
12245,Bellandur,850.0,2.0,45.0,2,5294.117647058823
12246,Kothanur,1130.0,2.0,55.0,2,4867.256637168141
12248,HRBR Layout,1300.0,2.0,90.0,2,6923.076923076923
12249,Hennur Road,1891.0,3.0,110.0,3,5817.028027498678
12250,Hennur Road,1735.0,3.0,78.0,3,4495.677233429395
12254,Uttarahalli,1590.0,3.0,57.0,3,3584.9056603773583
12255,other,1600.0,5.0,140.0,5,8750.0
12256,other,1160.0,2.0,55.0,2,4741.379310344828
12257,other,930.0,1.0,55.0,2,5913.978494623656
12258,Devanahalli,1010.0,2.0,58.0,2,5742.574257425743
12259,Electronic City,1221.0,2.0,68.0,2,5569.205569205569
12263,Sarjapur  Road,1370.0,2.0,70.0,2,5109.489051094891
12265,Bhoganhalli,1277.0,2.0,79.89,2,6256.068911511355
12267,Singasandra,1653.0,3.0,85.0,3,5142.165759225651
12268,Sarjapur,2400.0,3.0,140.0,4,5833.333333333333
12272,Kanakpura Road,1570.0,3.0,68.0,3,4331.210191082802
12274,other,1053.0,2.0,44.0,2,4178.537511870845
12276,other,1169.0,2.0,50.11,2,4286.569717707443
12278,Whitefield,1317.0,2.0,52.0,2,3948.3675018982535
12280,Whitefield,2858.0,4.0,137.0,4,4793.561931420574
12281,Kammasandra,940.0,2.0,35.0,2,3723.404255319149
12282,Budigere,1820.0,3.0,95.5,3,5247.252747252747
12284,Whitefield,1615.0,3.0,96.9,3,6000.0
12285,Nagarbhavi,2200.0,2.0,99.0,3,4500.0
12288,Attibele,656.0,2.0,25.0,2,3810.9756097560976
12290,Whitefield,1220.0,2.0,55.0,2,4508.196721311476
12291,Hoodi,1400.0,3.0,74.0,3,5285.714285714285
12292,other,2400.0,3.0,185.0,4,7708.333333333333
12295,Bannerghatta Road,1660.0,3.0,80.0,3,4819.277108433735
12296,Uttarahalli,1330.0,2.0,57.0,3,4285.714285714285
12297,Old Madras Road,1165.0,2.0,52.0,2,4463.519313304721
12298,Budigere,1153.0,2.0,56.0,2,4856.895056374675
12299,Bannerghatta Road,1270.0,2.0,45.0,2,3543.3070866141734
12301,other,1427.0,2.0,85.0,3,5956.552207428171
12302,Banashankari Stage III,1420.0,2.0,95.0,3,6690.140845070423
12304,other,2031.0,2.0,200.0,2,9847.365829640572
12305,Bellandur,1454.0,2.0,90.0,2,6189.821182943604
12306,Whitefield,1116.0,2.0,48.76,2,4369.1756272401435
12307,other,2000.0,3.0,180.0,4,9000.0
12308,Sarjapur  Road,1346.0,2.0,74.03,2,5500.0
12309,other,1062.0,2.0,50.0,2,4708.097928436911
12310,other,700.0,1.0,25.5,1,3642.8571428571427
12311,JP Nagar,1405.0,2.0,99.0,2,7046.26334519573
12312,Doddathoguru,1100.0,2.0,50.0,2,4545.454545454545
12314,other,1200.0,3.0,120.0,3,10000.0
12315,Ulsoor,2135.0,3.0,170.0,3,7962.529274004683
12316,Uttarahalli,1125.0,2.0,47.0,2,4177.777777777777
12317,2nd Phase Judicial Layout,1350.0,2.0,47.25,3,3500.0
12318,Pai Layout,1068.0,2.0,48.0,2,4494.38202247191
12319,Doddathoguru,940.0,2.0,32.9,2,3500.0
12321,Brookefield,1382.0,2.0,84.5,2,6114.3270622286545
12322,Harlur,936.0,2.0,45.0,2,4807.692307692308
12323,KR Puram,1400.0,2.0,60.0,3,4285.714285714285
12324,Sarjapur  Road,475.0,1.0,26.0,1,5473.684210526316
12325,other,1200.0,2.0,115.0,2,9583.333333333334
12326,other,1450.0,3.0,65.0,3,4482.758620689655
12327,Kudlu,1162.0,2.0,52.0,2,4475.043029259897
12328,Hosa Road,1161.0,2.0,48.75,2,4198.966408268734
12329,Green Glen Layout,1623.29,2.0,105.0,3,6468.345150897252
12330,Brookefield,1260.0,2.0,70.0,2,5555.555555555556
12332,Seegehalli,3000.0,4.0,240.0,3,8000.0
12334,Budigere,705.0,1.0,34.545,1,4900.0
12335,other,1650.0,6.0,200.0,5,12121.212121212122
12336,other,2000.0,3.0,200.0,3,10000.0
12339,Nagarbhavi,1100.0,2.0,46.2,2,4200.0
12341,Ramagondanahalli,2257.0,3.0,155.0,3,6867.523260965884
12342,Budigere,1153.0,2.0,56.5,2,4900.260190806592
12343,Sarjapur  Road,1197.0,2.0,56.86,2,4750.208855472013
12344,other,1150.0,2.0,90.0,2,7826.086956521739
12345,other,595.0,1.0,40.0,1,6722.689075630252
12346,Hoodi,1837.0,3.0,110.0,3,5988.023952095808
12347,other,3750.0,4.0,190.0,4,5066.666666666667
12348,Bellandur,1830.0,3.0,91.86,3,5019.672131147541
12349,Green Glen Layout,1715.0,3.0,115.0,3,6705.539358600583
12350,Electronic City,970.0,2.0,35.0,2,3608.2474226804125
12353,other,5480.0,4.0,400.0,3,7299.270072992701
12354,Vidyaranyapura,2400.0,5.0,135.0,4,5625.0
12355,Sarjapur  Road,3040.0,4.0,135.0,4,4440.789473684211
12356,Raja Rajeshwari Nagar,1168.0,2.0,66.0,2,5650.684931506849
12357,Begur Road,1160.0,2.0,36.54,2,3150.0
12358,other,1500.0,3.0,75.0,3,5000.0
12362,Ramamurthy Nagar,935.0,2.0,39.0,2,4171.122994652406
12364,Doddaballapur,654.0,1.0,49.0,1,7492.354740061162
12365,Domlur,1650.0,3.0,180.0,3,10909.09090909091
12366,other,5656.0,5.0,499.0,3,8822.489391796322
12368,Kaggalipura,950.0,2.0,60.0,2,6315.789473684211
12371,other,1425.0,2.0,65.0,3,4561.403508771929
12372,Uttarahalli,1165.0,1.0,42.09,2,3612.8755364806866
12374,Kalena Agrahara,1510.0,3.0,78.0,3,5165.562913907284
12375,Thanisandra,1305.0,2.0,90.0,2,6896.551724137931
12377,Kodigehaali,866.0,2.0,32.0,2,3695.150115473441
12378,Hulimavu,1231.0,2.0,84.5,2,6864.337936636881
12379,Sompura,1360.0,2.0,45.0,3,3308.823529411765
12380,Yeshwanthpur,2500.0,3.0,138.0,3,5520.0
12381,Whitefield,1140.0,2.0,55.0,2,4824.561403508772
12382,Kanakpura Road,525.0,1.0,30.0,1,5714.285714285715
12383,Whitefield,1295.0,2.0,64.5,2,4980.694980694981
12384,Hormavu,1020.0,2.0,45.75,2,4485.294117647059
12385,Old Airport Road,3504.0,4.0,262.0,4,7477.16894977169
12386,other,1200.0,1.0,50.0,2,4166.666666666667
12387,Vidyaranyapura,1100.0,2.0,41.0,2,3727.2727272727275
12391,other,3700.0,4.0,400.0,4,10810.81081081081
12392,Kalena Agrahara,1354.0,2.0,70.0,2,5169.8670605613
12393,Basavangudi,2453.0,3.0,250.0,4,10191.602119853242
12395,7th Phase JP Nagar,1680.0,2.0,92.0,3,5476.190476190476
12396,Electronics City Phase 1,1205.0,2.0,60.0,2,4979.253112033195
12397,Raja Rajeshwari Nagar,1400.0,2.0,86.0,3,6142.857142857143
12398,other,1625.0,3.0,150.0,3,9230.76923076923
12399,Electronic City,1500.0,3.0,73.0,3,4866.666666666667
12400,Bannerghatta Road,1520.0,2.0,80.0,3,5263.1578947368425
12401,other,1300.0,3.0,65.0,2,5000.0
12402,other,1150.0,2.0,47.0,2,4086.9565217391305
12403,Kadugodi,1762.0,3.0,109.0,3,6186.152099886493
12404,Budigere,1153.0,2.0,58.0,2,5030.3555941023415
12406,Sompura,1350.0,2.0,47.0,3,3481.4814814814813
12407,Billekahalli,950.0,2.0,56.0,2,5894.736842105263
12409,other,1515.0,3.0,80.5,3,5313.531353135313
12410,Neeladri Nagar,1100.0,2.0,30.0,2,2727.2727272727275
12411,other,1250.0,2.0,65.0,2,5200.0
12412,HBR Layout,1200.0,2.0,120.0,2,10000.0
12418,Padmanabhanagar,2051.0,3.0,170.0,3,8288.639687957095
12419,BTM Layout,1470.0,2.0,99.0,3,6734.693877551021
12420,other,1550.0,2.0,70.0,3,4516.129032258064
12421,Bannerghatta Road,1270.0,2.0,73.0,3,5748.031496062992
12422,Bhoganhalli,2119.0,4.0,111.0,4,5238.319962246343
12423,Hebbal Kempapura,1600.0,3.0,170.0,3,10625.0
12425,other,2505.0,3.0,165.0,3,6586.826347305389
12427,Whitefield,1200.0,2.0,70.0,2,5833.333333333333
12428,other,1705.0,2.0,86.96,3,5100.2932551319645
12429,Electronic City,995.0,2.0,48.0,2,4824.120603015075
12430,Horamavu Banaswadi,1081.0,2.0,52.0,2,4810.360777058279
12431,Parappana Agrahara,1194.0,2.0,46.0,2,3852.5963149078725
12432,Sonnenahalli,605.0,1.0,30.24,1,4998.347107438017
12433,Yelahanka,567.0,1.0,25.0,1,4409.171075837742
12434,Rajaji Nagar,1718.0,3.0,275.0,2,16006.9848661234
12435,Banashankari Stage VI,1410.5,2.0,70.385,3,4990.074441687346
12437,Green Glen Layout,1715.0,3.0,105.0,3,6122.448979591837
12438,Doddaballapur,3206.0,5.0,270.0,4,8421.70929507174
12440,Bannerghatta Road,1846.0,3.0,120.0,3,6500.541711809317
12442,Whitefield,1015.0,2.0,56.0,2,5517.241379310345
12445,Thanisandra,1965.0,4.0,125.0,3,6361.323155216285
12446,NGR Layout,1021.0,2.0,45.9,2,4495.592556317336
12447,Haralur Road,1230.0,2.0,67.65,2,5500.000000000001
12448,Uttarahalli,1260.0,2.0,55.0,2,4365.079365079365
12450,Lingadheeranahalli,1894.0,4.0,114.0,3,6019.007391763464
12452,Jakkur,1950.0,3.0,131.0,3,6717.948717948718
12453,Sector 2 HSR Layout,1231.0,2.0,66.0,2,5361.494719740049
12454,Mahadevpura,1236.0,2.0,58.0,2,4692.556634304207
12455,R.T. Nagar,1800.0,3.0,120.0,4,6666.666666666667
12456,other,1650.0,3.0,135.0,3,8181.818181818182
12458,Begur,1443.0,2.0,70.0,3,4851.004851004851
12460,other,925.0,2.0,68.0,2,7351.351351351352
12461,Chandapura,1305.0,3.0,33.28,3,2550.191570881226
12462,other,1190.0,2.0,46.41,2,3900.0
12463,Uttarahalli,1284.0,2.0,53.36,2,4155.763239875389
12466,Chikkalasandra,1325.0,2.0,59.0,2,4452.830188679245
12468,Kudlu Gate,1183.0,2.0,79.54,2,6723.584108199494
12469,other,1750.0,3.0,100.0,3,5714.285714285715
12471,other,747.0,1.0,27.0,1,3614.4578313253014
12472,Electronic City,1342.0,2.0,90.0,2,6706.408345752608
12473,other,1113.0,2.0,52.0,2,4672.057502246182
12474,other,1738.0,3.0,110.0,3,6329.113924050633
12475,Brookefield,1206.0,2.0,90.0,2,7462.686567164179
12476,Hebbal,2790.0,4.0,198.0,4,7096.774193548387
12477,Hebbal,1162.0,2.0,59.0,2,5077.452667814114
12478,Parappana Agrahara,1194.0,2.0,46.0,2,3852.5963149078725
12480,other,3500.0,6.0,115.0,6,3285.714285714286
12481,Rajaji Nagar,1763.0,3.0,240.0,2,13613.159387407828
12482,Uttarahalli,1150.0,2.0,45.99,2,3999.1304347826085
12484,Chikkalasandra,1290.0,2.0,72.0,2,5581.395348837209
12487,Sanjay nagar,1150.0,2.0,70.0,2,6086.95652173913
12489,Yeshwanthpur,1160.0,2.0,64.08,2,5524.137931034483
12493,Lingadheeranahalli,2240.0,4.0,160.0,4,7142.857142857143
12496,Ambedkar Nagar,1852.0,3.0,125.0,3,6749.460043196545
12497,Chandapura,1323.0,2.0,42.0,3,3174.6031746031745
12499,Dodda Nekkundi,1370.0,2.0,60.0,2,4379.56204379562
12500,Uttarahalli,1385.0,2.0,48.48,3,3500.361010830325
12502,Mahalakshmi Layout,1876.0,3.0,150.0,3,7995.735607675906
12503,other,1720.0,3.0,95.0,3,5523.2558139534885
12506,other,500.0,1.0,51.0,1,10200.0
12511,other,850.0,2.0,45.0,2,5294.117647058823
12513,Kanakpura Road,1938.0,3.0,105.0,3,5417.956656346749
12514,other,1020.0,2.0,52.0,2,5098.0392156862745
12516,HBR Layout,1832.0,3.0,160.0,3,8733.624454148472
12517,Konanakunte,1423.0,2.0,85.0,3,5973.295853829937
12518,Jakkur,1432.0,2.0,85.0,2,5935.754189944134
12521,CV Raman Nagar,1480.0,3.0,65.0,3,4391.891891891892
12522,Kanakpura Road,1843.0,3.0,96.2,3,5219.750406945198
12524,Hulimavu,1916.0,2.0,150.0,3,7828.8100208768265
12525,Hennur,1255.0,2.0,55.5,2,4422.310756972111
12526,Yelenahalli,1160.0,2.0,44.08,2,3800.0
12527,Old Madras Road,2640.0,2.0,170.0,2,6439.393939393939
12528,Bommanahalli,1160.0,2.0,53.0,2,4568.9655172413795
12531,Ramagondanahalli,1500.0,3.0,100.0,3,6666.666666666667
12532,Electronic City Phase II,1336.0,2.0,50.35,3,3768.7125748502995
12533,Choodasandra,1065.0,2.0,46.0,2,4319.24882629108
12534,Hebbal,1294.0,2.0,115.0,2,8887.171561051005
12535,Rachenahalli,1550.0,3.0,68.5,3,4419.354838709677
12536,Whitefield,1216.0,2.0,75.0,2,6167.763157894737
12538,7th Phase JP Nagar,1430.0,2.0,102.0,3,7132.867132867133
12542,Hennur Road,1470.0,2.0,75.0,3,5102.040816326531
12543,Jalahalli,1045.0,2.0,76.77,2,7346.411483253589
12544,Hebbal,4225.0,6.0,359.0,4,8497.041420118343
12545,Anjanapura,950.0,2.0,30.0,2,3157.8947368421054
12546,Doddathoguru,1382.0,3.0,65.0,3,4703.328509406657
12547,BTM 2nd Stage,930.0,2.0,46.0,2,4946.236559139785
12548,Sarjapur  Road,1660.0,2.0,116.0,3,6987.951807228916
12549,other,1290.0,2.0,71.95,2,5577.519379844961
12551,Brookefield,3050.0,4.0,130.0,4,4262.295081967213
12552,Dodda Nekkundi,1200.0,2.0,71.0,2,5916.666666666667
12553,other,1650.0,3.0,140.0,3,8484.848484848484
12554,Budigere,1636.0,3.0,88.0,3,5378.973105134474
12555,Rajaji Nagar,2367.0,3.0,320.0,3,13519.22264469793
12556,Budigere,1153.0,2.0,56.55,2,4904.596704249783
12557,Hegde Nagar,2087.01,4.0,160.0,3,7666.470213367448
12558,LB Shastri Nagar,1200.0,2.0,47.0,2,3916.6666666666665
12559,HSR Layout,1844.0,3.0,89.0,3,4826.46420824295
12561,Begur Road,1215.0,2.0,43.75,2,3600.8230452674898
12562,Sarjapur  Road,1194.0,2.0,57.0,2,4773.869346733668
12563,other,1220.0,2.0,52.0,2,4262.295081967213
12564,other,3150.0,4.0,150.0,4,4761.9047619047615
12565,Kanakpura Road,525.0,1.0,26.0,1,4952.380952380952
12566,Bommasandra,955.0,2.0,37.97,2,3975.916230366492
12567,other,2000.0,5.0,75.0,5,3750.0
12569,Kathriguppe,1250.0,2.0,68.75,2,5500.0
12572,Harlur,2990.0,4.0,225.0,4,7525.083612040134
12573,Bellandur,1195.0,2.0,52.0,2,4351.464435146443
12574,other,2559.0,1.0,55.0,1,2149.2770613520906
12576,Sarjapur  Road,984.0,2.0,45.75,2,4649.390243902439
12577,Bommasandra,1089.0,2.0,40.0,2,3673.094582185491
12578,Hennur Road,1165.0,2.0,52.0,2,4463.519313304721
12579,Chandapura,410.0,1.0,10.0,1,2439.0243902439024
12581,Ramamurthy Nagar,1200.0,2.0,68.0,2,5666.666666666667
12585,Mico Layout,1140.0,2.0,43.0,2,3771.9298245614036
12587,other,720.0,1.0,28.0,1,3888.8888888888887
12589,other,1100.0,2.0,90.0,2,8181.818181818182
12590,Sector 7 HSR Layout,1162.0,2.0,98.77,2,8500.0
12591,Ramamurthy Nagar,540.0,1.0,35.0,1,6481.481481481482
12592,Rachenahalli,1550.0,2.0,73.5,3,4741.935483870968
12593,R.T. Nagar,1300.0,3.0,145.0,3,11153.846153846154
12595,other,1220.0,2.0,60.0,2,4918.0327868852455
12599,other,5000.0,5.0,250.0,4,5000.0
12600,Bannerghatta Road,3000.0,4.0,140.0,4,4666.666666666667
12602,other,600.0,1.0,22.8,1,3800.0
12603,Whitefield,2321.0,4.0,157.0,3,6764.325721671693
12604,other,540.0,1.0,24.0,1,4444.444444444444
12605,Hebbal,1150.0,2.0,57.0,2,4956.521739130435
12606,Sonnenahalli,1484.0,3.0,75.0,3,5053.908355795148
12607,Ramagondanahalli,1680.0,2.0,68.0,3,4047.6190476190477
12609,other,1650.0,3.0,78.0,3,4727.272727272727
12611,other,2072.0,3.0,108.0,3,5212.355212355213
12613,Vidyaranyapura,1200.0,2.0,60.5,2,5041.666666666667
12614,Kumaraswami Layout,3100.0,7.0,145.0,7,4677.419354838709
12618,Rajaji Nagar,2409.0,3.0,395.0,3,16396.84516396845
12619,Haralur Road,1194.0,2.0,46.0,2,3852.5963149078725
12620,Vittasandra,1246.0,2.0,65.0,2,5216.69341894061
12621,Old Airport Road,1055.0,2.0,75.0,2,7109.004739336493
12622,Hosa Road,1541.0,3.0,69.61,3,4517.1966255678135
12623,Harlur,1370.0,2.0,88.0,2,6423.3576642335765
12624,Whitefield,1224.0,2.0,75.0,2,6127.450980392156
12626,Kambipura,883.0,2.0,39.0,2,4416.761041902605
12627,Yeshwanthpur,1676.0,3.0,92.13,3,5497.016706443914
12628,other,1154.0,2.0,57.0,2,4939.341421143848
12629,Kanakpura Road,1610.0,3.0,78.5,3,4875.776397515528
12630,other,1057.0,2.0,42.0,2,3973.5099337748343
12631,Raja Rajeshwari Nagar,1157.0,2.0,65.0,2,5617.9775280898875
12632,other,1200.0,4.0,85.0,4,7083.333333333333
12636,Raja Rajeshwari Nagar,1206.0,2.0,40.7,2,3374.7927031509125
12637,Electronic City Phase II,575.0,1.0,16.75,1,2913.0434782608695
12638,Koramangala,1600.0,3.0,170.0,3,10625.0
12640,Horamavu Agara,1300.0,2.0,52.0,3,4000.0
12642,Electronic City,1128.0,2.0,63.5,2,5629.432624113475
12644,other,2400.0,3.0,185.0,3,7708.333333333333
12645,TC Palaya,1200.0,2.0,66.0,3,5500.0
12647,Electronic City,589.0,1.0,29.0,1,4923.599320882852
12648,Electronic City,1125.0,2.0,28.13,2,2500.4444444444443
12649,Kogilu,1140.0,2.0,50.66,2,4443.859649122807
12653,Bellandur,1435.0,2.0,115.0,3,8013.937282229966
12654,Haralur Road,1092.0,2.0,44.0,2,4029.3040293040294
12655,Kadugodi,1314.0,2.0,80.0,2,6088.2800608828
12656,Koramangala,1260.0,2.0,100.0,2,7936.507936507936
